id,flock,year,sex,birth_type,dam_age,cg,wwt,fat,fec,nlb1,lambing1_year
M2300944,F1,2023,M,3,2-5,F1-2023-M,24.81,NA,NA,NA,NA
M2300945,F1,2023,M,3,2-5,F1-2023-M,22.22,3.11,NA,NA,NA
M2300946,F1,2023,M,3,2-5,F1-2023-M,31.76,NA,NA,NA,NA
M2300947,F2,2023,M,2,2-5,F2-2023-M,40.88,NA,NA,NA,NA
M2300948,F2,2023,M,2,2-5,F2-2023-M,32.19,1.89,5.853,NA,NA
W2300949,F1,2023,F,2,2-5,F1-2023-F,30.13,4.05,NA,NA,NA
W2300950,F1,2023,F,2,2-5,F1-2023-F,35.47,4.43,5.701,NA,NA
W2300951,F1,2023,F,2,2-5,F1-2023-F,27.25,3.76,5.5,NA,NA
M2300952,F1,2023,M,2,2-5,F1-2023-M,27.93,1.99,7.931,NA,NA
M2300953,F1,2023,M,1,2-5,F1-2023-M,31.62,2.6,NA,NA,NA
M2300954,F2,2023,M,1,2-5,F2-2023-M,31.72,2.68,NA,NA,NA
M2300955,F1,2023,M,1,2-5,F1-2023-M,29.93,NA,NA,NA,NA
W2300956,F1,2023,F,3,2-5,F1-2023-F,30.26,2.86,NA,1,F1-2024
W2300957,F1,2023,F,3,2-5,F1-2023-F,24.88,NA,4.624,NA,NA
M2300958,F1,2023,M,3,2-5,F1-2023-M,30.46,NA,6.0,NA,NA
M2300959,F2,2023,M,2,2-5,F2-2023-M,31.69,0.54,NA,NA,NA
M2300960,F2,2023,M,2,2-5,F2-2023-M,35.62,2.44,NA,NA,NA
M2300961,F2,2023,M,1,2-5,F2-2023-M,41.89,4.4,5.777,NA,NA
W2300962,F2,2023,F,1,1,F2-2023-F,35.39,2.43,5.874,NA,NA
M2300963,F1,2023,M,1,1,F1-2023-M,21.97,1.91,NA,NA,NA
M2300964,F2,2023,M,2,1,F2-2023-M,24.2,1.62,4.164,NA,NA
W2300965,F2,2023,F,2,1,F2-2023-F,31.48,3.3,NA,2,F2-2024
M2300966,F2,2023,M,1,1,F2-2023-M,30.86,NA,6.134,NA,NA
W2300967,F1,2023,F,1,1,F1-2023-F,34.16,2.95,4.982,NA,NA
M2300968,F1,2023,M,2,1,F1-2023-M,29.78,3.22,8.164,NA,NA
W2300969,F1,2023,F,2,1,F1-2023-F,15.62,2.04,NA,NA,NA
W2300970,F2,2023,F,3,1,F2-2023-F,25.87,1.12,NA,NA,NA
M2300971,F2,2023,M,3,1,F2-2023-M,35.48,NA,NA,NA,NA
W2300972,F2,2023,F,3,1,F2-2023-F,28.4,NA,NA,NA,NA
W2300973,F1,2023,F,2,1,F1-2023-F,23.24,2.25,4.26,NA,NA
W2300974,F1,2023,F,2,1,F1-2023-F,24.36,NA,NA,NA,NA
M2300975,F2,2023,M,1,1,F2-2023-M,37.93,2.58,NA,NA,NA
W2300976,F2,2023,F,1,1,F2-2023-F,35.52,NA,9.83,1,F2-2024
M2300977,F2,2023,M,2,1,F2-2023-M,29.28,1.09,NA,NA,NA
W2300978,F2,2023,F,2,1,F2-2023-F,31.33,NA,NA,NA,NA
M2300979,F1,2023,M,1,1,F1-2023-M,28.2,1.77,5.718,NA,NA
W2300980,F2,2023,F,2,1,F2-2023-F,31.37,2.99,6.42,1,F2-2024
M2300981,F2,2023,M,2,1,F2-2023-M,34.47,1.27,NA,NA,NA
W2300982,F1,2023,F,2,1,F1-2023-F,28.18,4.28,NA,NA,NA
M2300983,F1,2023,M,2,1,F1-2023-M,30.24,NA,NA,NA,NA
W2300984,F2,2023,F,1,1,F2-2023-F,32.9,3.45,NA,NA,NA
W2300985,F1,2023,F,1,1,F1-2023-F,23.29,NA,5.63,2,F1-2024
W2300986,F2,2023,F,2,1,F2-2023-F,26.04,NA,7.077,NA,NA
W2300987,F2,2023,F,2,1,F2-2023-F,35.88,3.42,5.495,2,F2-2024
M2300988,F2,2023,M,3,1,F2-2023-M,27.19,2.53,NA,NA,NA
M2300989,F2,2023,M,3,1,F2-2023-M,26.66,1.85,3.754,NA,NA
M2300990,F2,2023,M,3,1,F2-2023-M,24.66,1.7,6.027,NA,NA
W2300991,F2,2023,F,1,1,F2-2023-F,38.33,2.84,7.667,NA,NA
M2300992,F2,2023,M,1,1,F2-2023-M,35.77,2.22,NA,NA,NA
W2300993,F2,2023,F,1,1,F2-2023-F,32.98,NA,NA,3,F2-2024
M2300994,F2,2023,M,1,1,F2-2023-M,31.43,2.15,7.322,NA,NA
W2300995,F2,2023,F,1,1,F2-2023-F,29.51,NA,NA,NA,NA
M2300996,F1,2023,M,2,1,F1-2023-M,30.13,NA,4.719,NA,NA
W2300997,F1,2023,F,2,1,F1-2023-F,26.6,3.77,NA,NA,NA
W2300998,F1,2023,F,2,1,F1-2023-F,26.29,3.77,NA,1,F1-2024
W2300999,F1,2023,F,2,1,F1-2023-F,28.48,NA,7.54,1,F1-2024
W2301000,F1,2023,F,1,1,F1-2023-F,31.34,4.6,7.013,NA,NA
M2301001,F2,2023,M,2,1,F2-2023-M,30.8,NA,NA,NA,NA
W2301002,F2,2023,F,2,1,F2-2023-F,30.91,2.54,6.191,1,F2-2024
M2301003,F1,2023,M,2,1,F1-2023-M,28.39,NA,NA,NA,NA
M2301004,F1,2023,M,2,1,F1-2023-M,27.13,NA,5.226,NA,NA
M2301005,F2,2023,M,1,1,F2-2023-M,36.19,NA,NA,NA,NA
W2301006,F2,2023,F,1,1,F2-2023-F,26.16,2.85,4.405,NA,NA
M2301007,F1,2023,M,2,1,F1-2023-M,16.62,NA,5.587,NA,NA
M2301008,F1,2023,M,2,1,F1-2023-M,22.59,2.36,5.288,NA,NA
M2301009,F2,2023,M,1,1,F2-2023-M,35.24,2.87,NA,NA,NA
M2301010,F1,2023,M,1,1,F1-2023-M,35.44,3.01,7.711,NA,NA
W2301011,F1,2023,F,1,1,F1-2023-F,27.93,NA,6.306,1,F1-2024
W2301012,F1,2023,F,2,1,F1-2023-F,28.75,NA,NA,1,F1-2024
M2301013,F1,2023,M,2,1,F1-2023-M,25.63,3.14,NA,NA,NA
M2301014,F1,2023,M,2,1,F1-2023-M,19.92,NA,5.715,NA,NA
W2301015,F1,2023,F,2,1,F1-2023-F,26.41,2.94,NA,2,F1-2024
M2301016,F2,2023,M,1,1,F2-2023-M,31.49,1.94,6.126,NA,NA
M2301017,F2,2023,M,2,1,F2-2023-M,31.49,NA,6.787,NA,NA
M2301018,F2,2023,M,2,1,F2-2023-M,35.15,3.31,NA,NA,NA
W2301019,F2,2023,F,1,1,F2-2023-F,28.2,2.93,4.296,NA,NA
M2301020,F2,2023,M,2,1,F2-2023-M,34.9,NA,7.065,NA,NA
M2301021,F2,2023,M,2,1,F2-2023-M,28.41,NA,NA,NA,NA
W2301022,F1,2023,F,1,1,F1-2023-F,28.24,2.79,NA,2,F1-2024
M2301023,F2,2023,M,1,1,F2-2023-M,35.7,NA,5.619,NA,NA
M2301024,F1,2023,M,1,1,F1-2023-M,29.12,2.77,6.325,NA,NA
W2301025,F2,2023,F,2,1,F2-2023-F,29.34,3.58,4.909,NA,NA
M2301026,F2,2023,M,2,1,F2-2023-M,35.39,2.35,3.78,NA,NA
W2301027,F2,2023,F,2,1,F2-2023-F,28.17,4.29,6.763,1,F2-2024
W2301028,F2,2023,F,2,1,F2-2023-F,29.54,NA,NA,2,F2-2024
M2301029,F2,2023,M,2,1,F2-2023-M,29.49,2.7,NA,NA,NA
W2301030,F2,2023,F,2,1,F2-2023-F,27.41,1.36,NA,1,F2-2024
W2301031,F2,2023,F,1,1,F2-2023-F,30.24,3.46,NA,NA,NA
M2301032,F2,2023,M,1,1,F2-2023-M,36.07,1.64,NA,NA,NA
M2301033,F2,2023,M,2,1,F2-2023-M,28.31,2.26,NA,NA,NA
M2301034,F2,2023,M,2,1,F2-2023-M,29.85,NA,6.503,NA,NA
M2301035,F1,2023,M,2,1,F1-2023-M,23.37,NA,NA,NA,NA
M2301036,F1,2023,M,2,1,F1-2023-M,24.77,2.87,5.919,NA,NA
M2301037,F1,2023,M,2,1,F1-2023-M,23.13,3.02,NA,NA,NA
W2301038,F1,2023,F,2,1,F1-2023-F,32.9,NA,6.499,NA,NA
M2301039,F2,2023,M,1,1,F2-2023-M,33.81,NA,NA,NA,NA
W2301040,F2,2023,F,1,1,F2-2023-F,36.75,3.62,NA,NA,NA
W2301041,F1,2023,F,2,1,F1-2023-F,28.12,NA,NA,3,F1-2024
M2301042,F1,2023,M,2,1,F1-2023-M,24.02,NA,5.049,NA,NA
W2301043,F2,2023,F,1,1,F2-2023-F,36.47,3.43,NA,1,F2-2024
M2301044,F2,2023,M,1,1,F2-2023-M,37.01,1.32,6.43,NA,NA
M2301045,F2,2023,M,1,1,F2-2023-M,37.98,3.31,6.526,NA,NA
W2301046,F1,2023,F,1,1,F1-2023-F,23.45,NA,NA,1,F1-2024
W2301047,F1,2023,F,2,1,F1-2023-F,31.99,NA,5.943,NA,NA
M2301048,F1,2023,M,2,1,F1-2023-M,27.35,NA,3.969,NA,NA
M2301049,F1,2023,M,2,1,F1-2023-M,31.71,NA,NA,NA,NA
M2301050,F1,2023,M,2,1,F1-2023-M,28.04,2.32,5.588,NA,NA
M2301051,F2,2023,M,1,1,F2-2023-M,28.83,NA,8.839,NA,NA
W2301052,F2,2023,F,1,1,F2-2023-F,39.98,4.31,9.185,1,F2-2024
W2401053,F1,2024,F,1,6+,F1-2024-F,28.66,NA,NA,NA,NA
W2401054,F2,2024,F,1,2-5,F2-2024-F,21.79,2.39,NA,NA,NA
M2401055,F1,2024,M,1,6+,F1-2024-M,38.01,3.56,4.103,NA,NA
M2401056,F2,2024,M,2,2-5,F2-2024-M,29.35,NA,4.453,NA,NA
M2401057,F2,2024,M,2,2-5,F2-2024-M,24.59,2.13,7.143,NA,NA
M2401058,F2,2024,M,2,2-5,F2-2024-M,33.35,2.21,NA,NA,NA
W2401059,F2,2024,F,2,2-5,F2-2024-F,26.8,NA,6.124,NA,NA
M2401060,F2,2024,M,1,2-5,F2-2024-M,32.5,2.25,6.111,NA,NA
M2401061,F2,2024,M,2,2-5,F2-2024-M,27.68,1.49,NA,NA,NA
M2401062,F2,2024,M,2,2-5,F2-2024-M,25.1,NA,NA,NA,NA
M2401063,F2,2024,M,1,2-5,F2-2024-M,28.23,2.46,NA,NA,NA
W2401064,F2,2024,F,1,2-5,F2-2024-F,24.5,3.04,NA,NA,NA
M2401065,F1,2024,M,1,6+,F1-2024-M,35.91,NA,4.348,NA,NA
M2401066,F2,2024,M,1,2-5,F2-2024-M,30.96,NA,7.258,NA,NA
W2401067,F2,2024,F,2,2-5,F2-2024-F,23.22,NA,9.097,2,F2-2025
W2401068,F2,2024,F,2,2-5,F2-2024-F,21.49,2.62,NA,NA,NA
M2401069,F1,2024,M,1,6+,F1-2024-M,37.34,4.13,NA,NA,NA
W2401070,F2,2024,F,1,2-5,F2-2024-F,41.34,NA,NA,2,F2-2025
M2401071,F2,2024,M,1,2-5,F2-2024-M,31.27,NA,NA,NA,NA
W2401072,F2,2024,F,3,2-5,F2-2024-F,25.44,3.0,NA,1,F2-2025
M2401073,F2,2024,M,3,2-5,F2-2024-M,24.35,1.37,NA,NA,NA
W2401074,F2,2024,F,3,2-5,F2-2024-F,27.16,NA,5.788,1,F2-2025
W2401075,F2,2024,F,1,2-5,F2-2024-F,27.7,NA,NA,NA,NA
W2401076,F2,2024,F,1,2-5,F2-2024-F,30.66,2.29,7.685,NA,NA
M2401077,F1,2024,M,1,6+,F1-2024-M,44.67,NA,NA,NA,NA
M2401078,F2,2024,M,2,2-5,F2-2024-M,28.2,NA,NA,NA,NA
W2401079,F2,2024,F,2,2-5,F2-2024-F,25.99,2.34,NA,1,F2-2025
W2401080,F1,2024,F,2,6+,F1-2024-F,30.8,4.17,7.471,NA,NA
M2401081,F1,2024,M,2,6+,F1-2024-M,41.76,4.24,NA,NA,NA
M2401082,F2,2024,M,1,2-5,F2-2024-M,32.11,NA,NA,NA,NA
W2401083,F1,2024,F,1,6+,F1-2024-F,35.87,3.02,2.559,NA,NA
M2401084,F2,2024,M,1,2-5,F2-2024-M,21.48,NA,6.209,NA,NA
M2401085,F2,2024,M,1,2-5,F2-2024-M,33.85,3.38,NA,NA,NA
W2401086,F1,2024,F,1,6+,F1-2024-F,36.73,3.87,NA,1,F1-2025
W2401087,F1,2024,F,1,6+,F1-2024-F,41.78,NA,NA,NA,NA
W2401088,F1,2024,F,1,6+,F1-2024-F,27.87,NA,6.052,NA,NA
M2401089,F1,2024,M,2,6+,F1-2024-M,39.5,NA,NA,NA,NA
W2401090,F1,2024,F,2,6+,F1-2024-F,28.8,NA,NA,1,F1-2025
M2401091,F2,2024,M,1,2-5,F2-2024-M,33.92,1.62,NA,NA,NA
W2401092,F2,2024,F,3,2-5,F2-2024-F,22.83,2.38,6.192,NA,NA
M2401093,F2,2024,M,3,2-5,F2-2024-M,26.48,NA,6.615,NA,NA
M2401094,F2,2024,M,3,2-5,F2-2024-M,23.28,2.15,5.347,NA,NA
W2401095,F1,2024,F,2,6+,F1-2024-F,26.42,3.76,6.553,2,F1-2025
M2401096,F1,2024,M,2,6+,F1-2024-M,33.79,1.7,6.151,NA,NA
W2401097,F2,2024,F,2,2-5,F2-2024-F,26.76,3.62,NA,2,F2-2025
M2401098,F2,2024,M,2,2-5,F2-2024-M,35.54,NA,NA,NA,NA
M2401099,F1,2024,M,2,6+,F1-2024-M,33.25,3.53,4.773,NA,NA
M2401100,F1,2024,M,2,6+,F1-2024-M,39.87,3.51,NA,NA,NA
W2401101,F1,2024,F,2,6+,F1-2024-F,32.9,NA,NA,2,F1-2025
M2401102,F1,2024,M,2,6+,F1-2024-M,35.27,2.4,NA,NA,NA
W2401103,F2,2024,F,2,2-5,F2-2024-F,29.77,3.74,7.397,1,F2-2025
M2401104,F2,2024,M,2,2-5,F2-2024-M,27.93,NA,5.465,NA,NA
M2401105,F1,2024,M,2,6+,F1-2024-M,29.66,NA,4.441,NA,NA
W2401106,F1,2024,F,2,6+,F1-2024-F,32.12,2.93,NA,NA,NA
M2401107,F1,2024,M,2,6+,F1-2024-M,37.14,2.88,NA,NA,NA
W2401108,F1,2024,F,2,6+,F1-2024-F,31.16,4.01,NA,NA,NA
W2401109,F2,2024,F,2,2-5,F2-2024-F,27.11,3.32,NA,NA,NA
W2401110,F2,2024,F,2,2-5,F2-2024-F,26.48,NA,6.612,NA,NA
M2401111,F1,2024,M,2,6+,F1-2024-M,32.53,NA,NA,NA,NA
M2401112,F1,2024,M,2,6+,F1-2024-M,31.53,0.57,NA,NA,NA
M2401113,F2,2024,M,2,2-5,F2-2024-M,28.84,NA,NA,NA,NA
W2401114,F2,2024,F,2,2-5,F2-2024-F,21.07,1.64,5.878,NA,NA
W2401115,F1,2024,F,2,6+,F1-2024-F,23.66,NA,5.13,NA,NA
M2401116,F1,2024,M,2,6+,F1-2024-M,31.46,NA,4.452,NA,NA
M2401117,F2,2024,M,2,2-5,F2-2024-M,36.47,4.26,7.446,NA,NA
W2401118,F2,2024,F,2,2-5,F2-2024-F,35.97,NA,6.372,NA,NA
M2401119,F2,2024,M,2,2-5,F2-2024-M,25.09,2.23,NA,NA,NA
M2401120,F2,2024,M,2,2-5,F2-2024-M,32.27,NA,6.453,NA,NA
M2401121,F1,2024,M,2,6+,F1-2024-M,46.32,NA,4.791,NA,NA
W2401122,F1,2024,F,2,6+,F1-2024-F,36.28,3.72,8.281,NA,NA
W2401123,F2,2024,F,3,2-5,F2-2024-F,27.23,2.78,5.223,NA,NA
W2401124,F2,2024,F,3,2-5,F2-2024-F,21.54,NA,6.473,NA,NA
M2401125,F2,2024,M,3,2-5,F2-2024-M,29.62,NA,6.353,NA,NA
M2401126,F1,2024,M,2,6+,F1-2024-M,39.89,2.72,3.106,NA,NA
W2401127,F1,2024,F,2,6+,F1-2024-F,29.73,4.1,NA,NA,NA
W2401128,F1,2024,F,1,6+,F1-2024-F,28.27,3.79,NA,1,F1-2025
W2401129,F2,2024,F,2,2-5,F2-2024-F,29.19,NA,NA,NA,NA
W2401130,F2,2024,F,2,2-5,F2-2024-F,28.42,NA,NA,NA,NA
W2401131,F1,2024,F,1,6+,F1-2024-F,31.34,4.86,5.49,1,F1-2025
M2401132,F1,2024,M,1,6+,F1-2024-M,39.1,NA,5.162,NA,NA
W2401133,F2,2024,F,1,2-5,F2-2024-F,23.75,NA,NA,1,F2-2025
M2401134,F1,2024,M,2,6+,F1-2024-M,38.51,1.99,NA,NA,NA
M2401135,F1,2024,M,2,6+,F1-2024-M,31.23,NA,5.712,NA,NA
M2401136,F2,2024,M,1,2-5,F2-2024-M,33.65,NA,6.444,NA,NA
W2401137,F2,2024,F,1,2-5,F2-2024-F,28.19,2.09,NA,NA,NA
W2401138,F2,2024,F,2,2-5,F2-2024-F,23.78,2.9,6.786,NA,NA
W2401139,F2,2024,F,2,2-5,F2-2024-F,28.25,3.25,NA,NA,NA
W2401140,F1,2024,F,2,6+,F1-2024-F,33.98,4.68,6.761,NA,NA
W2401141,F1,2024,F,2,6+,F1-2024-F,24.7,4.32,NA,1,F1-2025
W2401142,F2,2024,F,1,2-5,F2-2024-F,32.08,NA,6.957,NA,NA
W2401143,F2,2024,F,1,2-5,F2-2024-F,32.66,4.19,NA,NA,NA
W2401144,F1,2024,F,1,6+,F1-2024-F,28.62,2.7,6.43,NA,NA
W2401145,F2,2024,F,1,2-5,F2-2024-F,29.24,NA,NA,3,F2-2025
W2401146,F1,2024,F,1,6+,F1-2024-F,28.6,2.99,5.726,NA,NA
W2401147,F1,2024,F,2,6+,F1-2024-F,25.33,2.33,NA,NA,NA
M2401148,F1,2024,M,2,6+,F1-2024-M,36.9,2.8,NA,NA,NA
M2401149,F2,2024,M,2,2-5,F2-2024-M,27.67,2.48,6.254,NA,NA
M2401150,F2,2024,M,2,2-5,F2-2024-M,27.41,2.11,NA,NA,NA
W2401151,F1,2024,F,1,6+,F1-2024-F,37.46,5.16,NA,NA,NA
M2401152,F2,2024,M,2,2-5,F2-2024-M,22.36,2.58,NA,NA,NA
W2401153,F2,2024,F,2,2-5,F2-2024-F,26.12,NA,NA,NA,NA
M2401154,F1,2024,M,2,6+,F1-2024-M,38.95,NA,4.951,NA,NA
W2401155,F1,2024,F,2,6+,F1-2024-F,35.01,4.86,NA,2,F1-2025
W2401156,F2,2024,F,2,2-5,F2-2024-F,28.66,1.75,NA,NA,NA
M2401157,F2,2024,M,2,2-5,F2-2024-M,24.16,1.54,5.678,NA,NA
W2401158,F1,2024,F,1,6+,F1-2024-F,37.12,NA,6.251,NA,NA
W2401159,F2,2024,F,1,2-5,F2-2024-F,26.26,2.7,7.524,2,F2-2025
W2401160,F1,2024,F,2,6+,F1-2024-F,36.64,NA,NA,NA,NA
M2401161,F1,2024,M,2,6+,F1-2024-M,38.13,2.39,3.538,NA,NA
W2401162,F2,2024,F,1,2-5,F2-2024-F,22.94,NA,6.901,NA,NA
M2401163,F2,2024,M,2,2-5,F2-2024-M,30.7,2.98,NA,NA,NA
W2401164,F2,2024,F,2,2-5,F2-2024-F,30.52,3.41,NA,NA,NA
M2401165,F1,2024,M,3,6+,F1-2024-M,32.16,3.23,NA,NA,NA
W2401166,F1,2024,F,3,6+,F1-2024-F,29.13,5.34,6.693,NA,NA
W2401167,F1,2024,F,3,6+,F1-2024-F,27.74,3.84,NA,1,F1-2025
M2401168,F2,2024,M,2,2-5,F2-2024-M,30.67,1.0,NA,NA,NA
W2401169,F2,2024,F,2,2-5,F2-2024-F,29.5,NA,7.492,1,F2-2025
W2401170,F1,2024,F,3,6+,F1-2024-F,22.67,NA,NA,NA,NA
M2401171,F1,2024,M,3,6+,F1-2024-M,36.6,NA,5.156,NA,NA
W2401172,F1,2024,F,3,6+,F1-2024-F,24.7,NA,NA,2,F1-2025
M2401173,F1,2024,M,1,6+,F1-2024-M,37.74,2.49,NA,NA,NA
W2401174,F2,2024,F,1,2-5,F2-2024-F,36.03,2.47,NA,NA,NA
M2401175,F1,2024,M,2,6+,F1-2024-M,45.52,NA,NA,NA,NA
W2401176,F1,2024,F,2,6+,F1-2024-F,30.91,NA,NA,NA,NA
M2401177,F2,2024,M,2,2-5,F2-2024-M,31.47,NA,7.072,NA,NA
W2401178,F2,2024,F,2,2-5,F2-2024-F,276.9,NA,NA,2,F2-2025
W2401179,F1,2024,F,2,6+,F1-2024-F,34.27,4.77,6.759,3,F1-2025
W2401180,F1,2024,F,2,6+,F1-2024-F,33.0,3.19,NA,NA,NA
M2401181,F2,2024,M,2,2-5,F2-2024-M,33.34,1.75,6.189,NA,NA
W2401182,F2,2024,F,2,2-5,F2-2024-F,22.44,1.57,NA,NA,NA
M2401183,F1,2024,M,1,6+,F1-2024-M,36.55,3.95,3.459,NA,NA
W2401184,F2,2024,F,1,2-5,F2-2024-F,26.72,2.14,NA,NA,NA
M2401185,F1,2024,M,1,6+,F1-2024-M,36.34,3.47,NA,NA,NA
M2401186,F2,2024,M,2,2-5,F2-2024-M,31.16,3.42,8.874,NA,NA
M2401187,F2,2024,M,2,2-5,F2-2024-M,30.87,1.7,6.956,NA,NA
W2401188,F1,2024,F,1,6+,F1-2024-F,36.51,NA,NA,2,F1-2025
M2401189,F2,2024,M,2,2-5,F2-2024-M,34.95,1.6,NA,NA,NA
M2401190,F2,2024,M,2,2-5,F2-2024-M,30.3,NA,6.353,NA,NA
W2401191,F1,2024,F,2,6+,F1-2024-F,27.46,5.47,NA,NA,NA
M2401192,F1,2024,M,2,6+,F1-2024-M,32.09,1.37,4.326,NA,NA
W2401193,F1,2024,F,2,6+,F1-2024-F,33.55,NA,6.163,NA,NA
M2401194,F1,2024,M,2,6+,F1-2024-M,33.59,2.01,7.266,NA,NA
M2401195,F2,2024,M,1,2-5,F2-2024-M,30.28,1.92,6.87,NA,NA
M2401196,F2,2024,M,2,2-5,F2-2024-M,33.23,2.86,NA,NA,NA
W2401197,F2,2024,F,2,2-5,F2-2024-F,34.87,3.55,8.777,NA,NA
M2401198,F1,2024,M,1,6+,F1-2024-M,38.31,3.71,6.377,NA,NA
M2401199,F1,2024,M,2,6+,F1-2024-M,31.76,NA,NA,NA,NA
M2401200,F1,2024,M,2,6+,F1-2024-M,35.59,4.23,NA,NA,NA
M2401201,F2,2024,M,2,2-5,F2-2024-M,30.41,2.91,5.535,NA,NA
M2401202,F2,2024,M,2,2-5,F2-2024-M,35.41,2.82,5.228,NA,NA
M2401203,F1,2024,M,2,6+,F1-2024-M,38.04,1.84,NA,NA,NA
W2401204,F1,2024,F,2,6+,F1-2024-F,31.51,NA,5.063,NA,NA
M2401205,F1,2024,M,2,6+,F1-2024-M,41.94,2.21,3.778,NA,NA
M2401206,F1,2024,M,2,6+,F1-2024-M,36.92,2.59,NA,NA,NA
W2401207,F2,2024,F,2,2-5,F2-2024-F,14.69,2.3,6.985,NA,NA
M2401208,F2,2024,M,2,2-5,F2-2024-M,28.71,NA,6.967,NA,NA
M2401209,F1,2024,M,1,6+,F1-2024-M,29.14,NA,NA,NA,NA
W2401210,F2,2024,F,2,2-5,F2-2024-F,27.78,2.03,NA,NA,NA
M2401211,F2,2024,M,2,2-5,F2-2024-M,32.61,3.99,6.555,NA,NA
M2401212,F2,2024,M,1,2-5,F2-2024-M,37.83,NA,6.234,NA,NA
M2401213,F1,2024,M,2,6+,F1-2024-M,41.24,2.61,NA,NA,NA
M2401214,F1,2024,M,2,6+,F1-2024-M,29.97,NA,6.098,NA,NA
W2401215,F2,2024,F,1,2-5,F2-2024-F,32.22,3.88,NA,NA,NA
W2401216,F1,2024,F,1,6+,F1-2024-F,30.17,NA,NA,NA,NA
W2401217,F1,2024,F,1,6+,F1-2024-F,31.84,3.43,5.26,NA,NA
M2401218,F2,2024,M,1,2-5,F2-2024-M,31.29,NA,NA,NA,NA
W2401219,F1,2024,F,1,6+,F1-2024-F,43.25,3.92,5.512,NA,NA
M2401220,F1,2024,M,2,6+,F1-2024-M,41.03,3.85,5.472,NA,NA
W2401221,F1,2024,F,2,6+,F1-2024-F,32.63,4.79,9.241,2,F1-2025
W2401222,F2,2024,F,2,2-5,F2-2024-F,30.1,2.83,8.409,1,F2-2025
M2401223,F2,2024,M,2,2-5,F2-2024-M,26.57,NA,NA,NA,NA
M2401224,F1,2024,M,1,6+,F1-2024-M,41.35,NA,NA,NA,NA
M2401225,F2,2024,M,2,2-5,F2-2024-M,30.53,1.84,NA,NA,NA
M2401226,F2,2024,M,2,2-5,F2-2024-M,31.72,2.84,NA,NA,NA
M2401227,F1,2024,M,2,6+,F1-2024-M,40.09,NA,4.055,NA,NA
W2401228,F1,2024,F,2,6+,F1-2024-F,25.11,3.05,5.803,NA,NA
W2401229,F2,2024,F,1,2-5,F2-2024-F,29.19,NA,NA,NA,NA
M2401230,F1,2024,M,1,6+,F1-2024-M,40.9,1.82,7.707,NA,NA
W2401231,F1,2024,F,1,6+,F1-2024-F,31.73,3.43,NA,NA,NA
W2401232,F2,2024,F,2,2-5,F2-2024-F,23.54,NA,5.687,NA,NA
M2401233,F2,2024,M,2,2-5,F2-2024-M,37.11,2.44,NA,NA,NA
M2401234,F1,2024,M,2,6+,F1-2024-M,35.86,NA,4.887,NA,NA
M2401235,F1,2024,M,2,6+,F1-2024-M,40.32,1.89,6.082,NA,NA
W2401236,F1,2024,F,3,6+,F1-2024-F,21.74,3.42,NA,1,F1-2025
M2401237,F1,2024,M,3,6+,F1-2024-M,27.73,1.86,NA,NA,NA
W2401238,F1,2024,F,3,6+,F1-2024-F,24.64,3.02,5.523,2,F1-2025
W2401239,F2,2024,F,1,2-5,F2-2024-F,34.52,3.53,NA,NA,NA
M2401240,F2,2024,M,1,2-5,F2-2024-M,34.89,NA,7.073,NA,NA
M2401241,F1,2024,M,1,2-5,F1-2024-M,33.05,2.41,5.748,NA,NA
M2401242,F2,2024,M,2,2-5,F2-2024-M,31.69,NA,NA,NA,NA
W2401243,F2,2024,F,2,2-5,F2-2024-F,19.71,1.33,NA,NA,NA
W2401244,F1,2024,F,2,2-5,F1-2024-F,33.12,3.79,6.984,3,F1-2025
W2401245,F1,2024,F,2,2-5,F1-2024-F,32.36,4.24,5.983,NA,NA
W2401246,F1,2024,F,2,2-5,F1-2024-F,37.19,4.64,6.781,NA,NA
W2401247,F1,2024,F,2,2-5,F1-2024-F,30.27,NA,5.589,1,F1-2025
W2401248,F1,2024,F,1,2-5,F1-2024-F,38.56,4.01,6.522,NA,NA
W2401249,F1,2024,F,3,2-5,F1-2024-F,25.7,3.45,4.243,NA,NA
M2401250,F1,2024,M,3,2-5,F1-2024-M,34.41,NA,NA,NA,NA
M2401251,F1,2024,M,3,2-5,F1-2024-M,37.0,3.17,6.107,NA,NA
W2401252,F2,2024,F,1,2-5,F2-2024-F,35.46,2.44,5.601,NA,NA
W2401253,F2,2024,F,2,2-5,F2-2024-F,28.71,1.49,NA,1,F2-2025
W2401254,F2,2024,F,2,2-5,F2-2024-F,30.52,NA,8.971,NA,NA
W2401255,F2,2024,F,2,2-5,F2-2024-F,28.34,NA,NA,NA,NA
W2401256,F2,2024,F,2,2-5,F2-2024-F,31.8,2.87,NA,NA,NA
W2401257,F2,2024,F,1,2-5,F2-2024-F,38.16,2.27,NA,NA,NA
M2401258,F2,2024,M,1,2-5,F2-2024-M,28.67,3.06,NA,NA,NA
W2401259,F1,2024,F,2,2-5,F1-2024-F,28.62,NA,NA,1,F1-2025
M2401260,F1,2024,M,2,2-5,F1-2024-M,33.01,NA,NA,NA,NA
W2401261,F1,2024,F,1,2-5,F1-2024-F,30.59,NA,5.246,NA,NA
W2401262,F2,2024,F,2,2-5,F2-2024-F,31.72,2.64,NA,1,F2-2025
M2401263,F2,2024,M,2,2-5,F2-2024-M,31.18,1.68,8.108,NA,NA
